"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Rarely","Rarely","Rarely","Rarely","Strongly disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Strongly agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Often","Sometimes","Often","Often","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely acceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Often","Always","Often","Always","Often","Always","Often","Often","Slightly agree","Slightly agree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Slightly agree","Agree","Disagree","Slightly agree","Strongly disagree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Very satisfied","Satisfied","Slightly satisfied","Agree",26,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","This year","6-10 years","","Rarely","Rarely","Never","Rarely","Disagree","Neither agree nor disagree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Rarely","Rarely","Sometimes","Rarely","Always","Always","Always","Often","Often","Often","Sometimes","Often","Sometimes","Strongly disagree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Rarely","Often","Often","Often","Always","Always","Agree","Slightly agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Slightly disagree","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Disagree",27,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","Non-STEM","This year","1-5 years","","Rarely","Rarely","Rarely","Rarely","Disagree","Disagree","Agree","Disagree","Neither agree nor disagree","Agree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Rarely","Sometimes","Often","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Often","Sometimes","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Often","Sometimes","Often","Always","Always","Agree","Slightly agree","Slightly agree","Slightly agree","Disagree","Slightly agree","Slightly agree","Disagree","Disagree","Disagree","Slightly agree","Disagree","Slightly dissatisfied","Slightly dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree",28,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Sometimes","Rarely","Rarely","Sometimes","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Often","Never","Often","Sometimes","Never","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Often","Always","Often","Often","Often","Always","Often","Sometimes","Agree","Disagree","Agree","Agree","Disagree","Neither agree nor disagree","Slightly disagree","Agree","Disagree","Disagree","Agree","Disagree","Slightly satisfied","Slightly satisfied","Satisfied","Satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",29,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","This year","More than 10 years","","Sometimes","Sometimes","Sometimes","Often","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Always","Always","Rarely","Rarely","Never","Never","Never","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Strongly agree","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Sometimes","Often","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Slightly agree","Slightly disagree","Slightly disagree","Slightly agree","Slightly disagree","Agree","Disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Neither agree nor disagree","Slightly satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Very dissatisfied","Disagree",30,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","Non-STEM","This year","More than 10 years","","Always","Always","Sometimes","Sometimes","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Sometimes","Rarely","Sometimes","Rarely","Often","Rarely","Rarely","Disagree","Slightly agree","Slightly disagree","Slightly disagree","Slightly agree","Neither agree nor disagree","Agree","Slightly disagree","Slightly disagree","Disagree","Neither agree nor disagree","Disagree","Very dissatisfied","Very dissatisfied","Slightly satisfied","Slightly satisfied","Very dissatisfied","Very dissatisfied","Agree",31,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","More than 10 years ago or Never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,"Failed"
TRUE,TRUE,TRUE,TRUE,"Man","PhD student","STEM (science, technology, engineering, mathematics)","This year","1-5 years","1-2 articles","Sometimes","Rarely","Rarely","Sometimes","Disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Often","Often","Rarely","Often","Always","Often","Often","Often","Often","Always","Often","Often","Strongly agree","Completely acceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Often","Often","Often","Sometimes","Often","Sometimes","Sometimes","Slightly agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Slightly disagree","Slightly agree","Slightly disagree","Slightly disagree","Slightly agree","Disagree","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",33,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Never","Rarely","Rarely","Rarely","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Rarely","Rarely","Rarely","Often","Rarely","Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Always","Often","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Sometimes","Often","Sometimes","Often","Often","Always","Often","Often","Slightly agree","Slightly agree","Slightly disagree","Agree","Disagree","Slightly agree","Agree","Slightly disagree","Disagree","Disagree","Slightly agree","Neither agree nor disagree","Very satisfied","Very satisfied","Slightly satisfied","Satisfied","Satisfied","Very satisfied","Agree",34,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Sometimes","Rarely","Disagree","Agree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Always","Sometimes","Sometimes","Sometimes","Rarely","Often","Often","Rarely","Often","Often","Sometimes","Sometimes","Often","Sometimes","Strongly agree","Somewhat unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat unacceptable","Completely acceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Often","Sometimes","Sometimes","Sometimes","Often","Often","Often","Often","Slightly agree","Agree","Disagree","Slightly agree","Slightly agree","Slightly agree","Agree","Disagree","Slightly disagree","Slightly disagree","Slightly disagree","Slightly agree","Slightly satisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Agree",35,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Rarely","Sometimes","Often","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Always","Often","Always","Always","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Always","Always","Always","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely acceptable","Neither acceptable or unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Always","Often","Often","Often","Often","Sometimes","Always","Always","Slightly agree","Agree","Disagree","Slightly disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly agree","Neither agree nor disagree","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied","Agree",36,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","STEM (science, technology, engineering, mathematics)","This year","1-5 years","","Rarely","Sometimes","Rarely","Often","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Rarely","Sometimes","Often","Often","Rarely","Always","Always","Always","Always","Always","Always","Sometimes","Always","Often","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Always","Always","Always","Always","Strongly agree","Strongly disagree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Strongly disagree","Very dissatisfied","Very dissatisfied","Very dissatisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Agree",37,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Strongly disagree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Disagree","Neither agree nor disagree","Agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Strongly agree","Somewhat acceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly dissatisfied","Slightly dissatisfied","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Agree",38,"Passed"
